claim,label,language,translated_claim,output,final_answer,correct,inconclusive
वीडियो में गाना गा रही सिंगर सदाबहार गायक किशोर कुमार की पोती और अमित कुमार की बेटी है.,false,hi,'The singer singing in the video is the granddaughter of the evergreen singer Kishore Kumar and the daughter of Amit Kumar.',Final Answer: False,false,True,False
चेन्नई म्युनिसिपल कॉरपोरेशन ने सभी सब्जी और फलों के बाजारों को बंद करने आदेश दिया है.,false,hi,The Chennai Municipal Corporation has ordered the closure of all vegetable and fruit markets.,Final Answer: False,false,True,False
"हिंदू धर्म ग्रंथों में बदलाव करते मुसलमानों की तस्वीर. इसी तरह वेद, पुराण और उपनिषद बदले जा रहे हैं.",mostly false,hi,"""A depiction of Muslims altering Hindu religious texts. Similarly, the Vedas, Puranas, and Upanishads are being changed.""",Final Answer: False,false,False,False
গত পাঁচ বছরে বিজেপি শাসিত রাজ্যে মানুষ অত্যাচারিত হয়েছে।,false,bn,"'In the past five years, people have been oppressed in the BJP-ruled state.'",Final Answer: Half True,half true,False,False
आदित्य ठाकरेसोबतची युवती रिया चक्रवर्ती आहे,false,mr,'The young woman with Aditya Thackeray is Rhea Chakraborty.',Final Answer: False,false,True,False
"टोक्यो में ओलंपिक 2020 के दौरान आतिशबाजी होनी थी, जिसे हाल ही में जापान के माउंट फुजी में प्रदर्शित किया गया, क्योंकि इसे अगले साल तक नहीं रखा जा सकता था.",mostly false,hi,"""There was supposed to be fireworks during the Tokyo 2020 Olympics, which were recently displayed at Japan's Mount Fuji, as they could not be held until next year.""",Final Answer: False,false,False,False
ইন্ডিয়া গেটে স্বাধীনতা সংগ্রামীদের নামের তালিকায় মুসলিমরা সংখ্যাগুরু,mostly false,bn,'Muslims are the majority in the list of freedom fighters' names at India Gate.',Final Answer: Mostly False,mostly false,True,False
"ਆਜ ਤੱਕ ਨਿਊਜ਼ ਚੈਨਲ ਦੇ ਸਕ੍ਰੀਨਸ਼ਾਟ ਮੁਤਾਬਕ ਉੱਤਰ ਪ੍ਰਦੇਸ਼ ਦੇ ਮੁੱਖ ਮੰਤਰੀ ਯੋਗੀ ਅਦਿੱਤਿਆਨਾਥ ਨੇ ਕਿਹਾ ਕਿ,""ਠਾਕੁਰਾਂ ਦਾ ਖੂਨ ਗਰਮ ਹੈ, ਠਾਕੁਰਾਂ ਤੋਂ ਗਲਤੀਆਂ ਹੋ ਜਾਂਦੀਆਂ"" ਹਨ",half true,pa,"""According to the news channel's screenshot, the Chief Minister of Uttar Pradesh, Yogi Adityanath, said, 'Thakurs have hot blood, and Thakurs make mistakes.'""",Final Answer: True,true,False,False
উত্তরপ্রদেশে পাওয়া গেলো ৩৩৫০ টন সোনা,half true,bn,'3350 tons of gold was found in Uttar Pradesh.',Final Answer: False,false,False,False
तस्वीर कश्मीर की है जहां आरएसएस के गुंडे भारतीय सेना की वर्दी पर महिलाओं का अपहरण कर रहे हैं.,mostly false,hi,'The picture is from Kashmir where RSS goons are abducting women in Indian Army uniforms.',Final Answer: False,false,False,False
রাহুল গান্ধী তার শোকবার্তায় করা টুইটে সুশান্ত সিং রাজপুতকে 'অভিনেতা'র পরিবর্তে 'ক্রিকেটার' বলে অভিহিত করেন,false,bn,'Rahul Gandhi referred to Sushant Singh Rajput as a 'cricketer' instead of 'actor' in his tweet of condolence.',Final Answer: False,false,True,False
राहुल गांधी के काफिले को रास्ता देने के लिए एम्बुलेंस को रोका,mostly false,hi,'An ambulance was stopped to give way to Rahul Gandhi's convoy.',Final Answer: False,false,False,False
ভায়াগ্রা মিশ্রিত জল পান করে কয়েক হাজার ভেড়ার পরিস্থিতি বে-লাগাম,false,bn,"""The situation of several thousand sheep drinking water mixed with Viagra is uncontrollable.""",Final Answer: False,false,True,False
লকডাউনের সময় অসুস্থ বাবাকে পিছনে বসিয়ে ১২০০ কিলোমিটার সাইকেল চালিয়ে বিখ্যাত হওয়া জ্যোতি পাসোয়ানকে হত্যা করা হয়েছে,mostly false,bn,"'Jyoti Paswan, who became famous for cycling 1200 kilometers with his sick father sitting behind during the lockdown, has been killed.'",Final Answer: True,true,False,False
আল্লাহর হুকুমে মসজিদের গম্বুজ নিজ ইচ্ছায় উড়ে যাচ্ছে।,false,bn,"""By the command of Allah, the mosque's dome is flying away of its own accord.""",Final Answer: False,false,True,False
सैनिटाइजर ​की बोतल कार में न छोड़ें. इसमें पर्याप्त मात्रा में एल्कोहल होता है जो कि ज्वलनशील होता है. इससे आग लग सकती है.,half true,hi,"""Do not leave the sanitizer bottle in the car. It contains a sufficient amount of alcohol, which is flammable. This can cause a fire.""",Final Answer: True,true,False,False
সুদানের মডেল ন্যাকেম গ্যাটউইককে তার গায়ের রঙের কারণে গিনেস ওয়ার্ল্ড রেকর্ডের শিরোপা দেওয়া হয়েছে,mostly false,bn,'Sudan's model Nyakim Gatwik has been awarded the title of Guinness World Record because of her skin color.',Final Answer: False,false,False,False
"નેપાળ બાદ હવે ભૂતાને ભારતની ચિંતા વધારી, આસામમાં સિંચાઈનું પાણી રોક્યું",false,gu,"'After Nepal, now Bhutan has increased India's concerns by blocking irrigation water in Assam.'",Final Answer: Mostly False,mostly false,False,False
अमेरिका ने 100 डॉलर के नोट पर लगाई अंबेडकर की तस्वीर,mostly false,hi,'America has placed a picture of Ambedkar on the 100 dollar bill.',Final Answer: False,false,False,False
पावसाळी अधिवेशनात इतर महत्वाचे विषय सोडून माजी आमदारांची मासिक पेन्शनमध्ये 25 हजारावरून थेट 40 हजार इतकी वाढ करण्यात आली आहे.,half true,mr,"""In the monsoon session, aside from other important issues, the monthly pension of former legislators has been increased directly from 25,000 to 40,000.""",Final Answer: True,true,False,False
"ছবিতে দেখা যাচ্ছে, এবছরের আগস্টের ১৫ তারিখে ভারতীয় পুরুষ ক্রিকেট দলের প্রধান কোচ রবি শাস্ত্রী জাতীয় দলের ক্রিকেটার বিরাট কোহলি ও রোহিত শর্মার আন্তর্জাতিক স্তর থেকে অবসর নেওয়ার কথা জানিয়ে এই টুইটটি করেন",false,bn,"'The image shows that on August 15 of this year, the head coach of the Indian men's cricket team, Ravi Shastri, made this tweet announcing the retirement of national team players Virat Kohli and Rohit Sharma from international cricket.'",Final Answer: False,false,True,False
ভিডিওতে দেখতে পাওয়া পরিযায়ী শ্রমিকদের বিক্ষোভের ঘটনাটি গুজরাটের সুরাটের,mostly false,bn,"'The incident of the protest by migrant workers seen in the video is from Surat, Gujarat.'",Final Answer: True,true,False,False
"कंगना राणावत के सम्मान में, 1000 गाड़ियों के साथ करणी सेना महाराष्ट्र रवाना। जय भवानी जय राजपूताना। अब देखो हमारी ताकत।।। जय श्रीराम",half true,gu,"""In honor of Kangana Ranaut, the Karni Sena is heading to Maharashtra with 1000 vehicles. Hail Bhavani, Hail Rajputana. Now see our strength... Hail Shri Ram.""",Final Answer: True,true,False,False
ছবিতে এবছরের সেপ্টেম্বরের ২৫ তারিখে হরিয়ানায় হওয়া কৃষকদের সমাবেশকে দেখতে পাওয়া যাচ্ছে,half true,bn,'The image shows the farmers' gathering that took place in Haryana on September 25 of this year.',Final Answer: False,false,False,False
ਦਾਅਵਾ ਕੀਤਾ ਜਾ ਰਿਹਾ ਹੈ ਕਿ ਪੰਜਾਬ ਦੇ ਮੁੱਖ ਮੰਤਰੀ ਕੈਪਟਨ ਅਮਰਿੰਦਰ ਸਿੰਘ ਅਤੇ ਸੰਗਰੂਰ ਤੋਂ ਆਮ ਆਦਮੀ ਪਾਰਟੀ ਦੇ ਮੈਂਬਰ ਪਾਰਲੀਮੈਂਟ ਭਗਵੰਤ ਮਾਨ ਦੀ ਗੁਪਤ ਮੀਟਿੰਗ ਹੋਈ।,false,pa,It is being claimed that there was a secret meeting between Punjab Chief Minister Captain Amarinder Singh and Aam Aadmi Party Member of Parliament Bhagwant Mann from Sangrur.,Final Answer: Half True,half true,False,False
हा व्हिडिओ लोणावळ्यातील भुशी डॅमचा असून लोक असेच वागत राहिले तर भारतातून कोरोना जाणार नाही.,half true,mr,"'This video is of the Bhushi Dam in Lonavala, and if people continue to behave like this, the coronavirus will not go away from India.'",Final Answer: Mostly False,mostly false,False,False
दिल्ली में NPR और NRC के विरोध में मुस्लिमों की रैली का वीडियो,mostly false,hi,'Video of a rally by Muslims in Delhi protesting against NPR and NRC.',Final Answer: True,true,False,False
महापालिका आणि नगरपालिकांना प्रत्येक कोरोना रुग्णामागे दीड लाख रुपये मिळत,false,mr,'Municipal corporations and municipalities receive one and a half lakh rupees for each COVID patient.',Final Answer: False,false,True,False
বৃদ্ধের নাম মহাশতা মুরাসি। জন্ম ভারতের বেঙ্গালুরুতে। বয়স ১৮৪।,half true,bn,"'The elderly person's name is Mahashta Murasi. Born in Bengaluru, India. Age 184.'",Final Answer: False,false,False,False
ਸੋਸ਼ਲ ਮੀਡੀਆ ਤੇ ਇਕ ਵੀਡੀਓ ਖੂਬ ਵਾਇਰਲ ਹੋ ਰਹੀ ਹੈ ਜਿਸ ਨਾਲ ਦਾਅਵਾ ਕੀਤਾ ਜਾ ਰਿਹਾ ਹੈ ਕਿ ਬੀਜੇਪੀ ਦੇ ਨਾਮੀ ਲੀਡਰ ਦੇ ਮੁੰਡੇ ਨੇ ਰਿਆਲਟੀ ਸ਼ੋਅ ਡਾਂਸ ਇੰਡੀਆ ਡਾਂਸ ਦੇ ਸ਼ੋਅ ਵਿੱਚ ਖੂਬ ਹੰਗਾਮਾ ਕੀਤਾ।,half true,pa,'A video is going viral on social media claiming that the son of a prominent BJP leader caused a huge uproar on the reality show Dance India Dance.',Final Answer: Half True,half true,True,False
"ছবিতে দেখা যাচ্ছে, চীনের হামলা থেকে বাঁচতে, সীমান্তে লেবু-কাঁচা মরিচ বাঁধছেন ভারতের প্রতিরক্ষা মন্ত্রী রাজনাথ সিং",mostly false,bn,"""The image shows that to protect against China's attack, India's Defense Minister Rajnath Singh is tying lemon and green chilies at the border.""",Final Answer: False,false,False,False
গুগল ভারতীয় মানচিত্র থেকে নিয়ন্ত্রণ রেখা সরিয়ে দিয়েছে,mostly false,bn,'Google has removed the line of control from the Indian map.',Final Answer: False,false,False,False
ਦਾਅਵਾ ਕੀਤਾ ਜਾ ਰਿਹਾ ਹੈ ਕਿ ਕੇਂਦਰ ਸਰਕਾਰ ਨੇ ਕੋਰੋਨਾ ਵਾਇਰਸ ਨਾਲ ਸਬੰਧਤ ਕਿਸੇ ਵੀ ਪੋਸਟ ਨੂੰ ਸ਼ੇਅਰ ਕਰਨ ਨੂੰ ਹੁਣ ਸਜ਼ਾ ਯੋਗ ਅਪਰਾਧ ਘੋਸ਼ਿਤ ਕਰ ਦਿੱਤਾ ਗਿਆ ਹੈ ਅਤੇ ਸਿਰਫ ਇੱਕ ਸਰਕਾਰੀ ਏਜੰਸੀ ਹੀ ਕੋਰੋਨਾ 'ਤੇ ਪੋਸਟ ਕਰ ਸਕਦੀ ਹੈ।,false,pa,"It is being claimed that the central government has now declared sharing any post related to the coronavirus as a punishable offense, and only one government agency is allowed to post about the coronavirus.",Final Answer: False,false,True,False
সি এ এ -র বিরুদ্ধে প্রতিবাদে ভারতীয় ক্রিকেট দল গুয়াহাটিতে ম্যাচ খেলেনি,false,bn,The Indian cricket team did not play a match in Guwahati in protest against the CAA.,Final Answer: True,true,False,False
এই প্রথম কোনো প্রধাণমন্ত্রী বিশ্বব্যাংক থেকে কোনো টাকা ধার না নিয়েই ৫ বছর দেশ চালালেন,mostly false,bn,"'For the first time, a prime minister has governed the country for 5 years without borrowing any money from the World Bank.'",Final Answer: False,false,False,False
ये वीडियो मध्य प्रदेश में जबलपुर के भेड़ाघाट वॉटरफॉल का है.,mostly false,hi,"This video is of the Bhedaghat Waterfall in Jabalpur, Madhya Pradesh.",Final Answer: False,false,False,False
आर्टिकल 30(A) स्कूलों में गीता पढ़ाने की इजाजत नहीं देता.,mostly false,hi,Article 30(A) does not allow the teaching of the Gita in schools.,Final Answer: False,false,False,False
ਸੋਸ਼ਲ ਮੀਡੀਆ ਤੇ ਆਰਮੀ ਲੈਫਟੀਨੈਂਟ ਜਨਰਲ ਤਰਨਜੀਤ ਸਿੰਘ ਨੂੰ ਲੈ ਕੇ ਦਾਅਵਾ ਕੀਤਾ ਜਾ ਰਿਹਾ ਹੈ ਕਿ ਆਰਮੀ ਜਨਰਲ ਤਰਨਜੀਤ ਸਿੰਘ ਨੂੰ ਦੇਸ਼ਧ੍ਰੋਹ ਦੇ ਮਾਮਲੇ ਵਿੱਚ ਗ੍ਰਿਫ਼ਤਾਰ ਕੀਤਾ ਗਿਆ ਹੈ।,false,pa,"""It is being claimed on social media that Army Lieutenant General Tarnjit Singh has been arrested in a case of treason.""",Final Answer: False,false,True,False
मालेगावमध्ये युनानी काढ्याचा वापर केल्याने कोरोनाचे रुग्ण बरे झाले व नवीन एकही रुग्ण आढळलेला नाही,half true,mr,"'The use of Unani decoction in Malegaon has cured COVID-19 patients, and no new patients have been found.'",Final Answer: False,false,False,False
জেরুসালেমের আল-আকসা মসজিদকে রক্ষা করতে ফিলিস্তিনি মেয়েটি সাহসের সাথে ইজরায়েলী নিরাপত্তা বাহিনীর সামনে দাঁড়িয়ে ছিল,mostly false,bn,'The Palestinian girl stood bravely in front of the Israeli security forces to protect the Al-Aqsa Mosque in Jerusalem.',Final Answer: Half True,half true,False,False
ਦਾਅਵਾ ਕੀਤਾ ਜਾ ਰਿਹਾ ਹੈ ਕਿ ਲੁਧਿਆਣਾ ਵਿੱਚ ਕੋਰੋਨਾਵਾਈਰਸ ਤੋਂ ਗ੍ਰਸਤ 7 ਮਰੀਜ਼ ਲਾਪਤਾ ਹੋ ਗਏ ਹਨ।,false,pa,It is being claimed that 7 patients affected by coronavirus have gone missing in Ludhiana.,Final Answer: Half True,half true,False,False
ਸੋਸ਼ਲ ਮੀਡੀਆ ਤੇ ਇਕ ਵੀਡੀਓ ਖੂਬ ਵਾਇਰਲ ਹੋ ਰਹੀ ਹੈ ਜਿਸ ਵਿੱਚ ਦੋ ਗਰੁੱਪਾਂ ਨੂੰ ਆਪਸ ਵਿਚ ਲੜਦਿਆਂ ਦੇਖਿਆ ਜਾ ਸਕਦਾ ਹੈ।ਵਾਇਰਲ ਹੋ ਰਹੀ ਵੀਡੀਓ ਦੇ ਨਾਲ ਦਾਅਵਾ ਕੀਤਾ ਜਾ ਰਿਹਾ ਹੈ ਕਿ ਕਿਸਾਨ ਯੂਨੀਅਨਾਂ ਦੇ ਕਾਰਕੁੰਨਾਂ ਨੇ ਭਾਜਪਾ ਆਗੂ ਦੇ ਨਾਲ ਮਾਰ ਕੁੱਟ ਕੀਤੀ।,half true,pa,'A video is going viral on social media in which two groups can be seen fighting with each other. It is being claimed alongside the viral video that the workers of the farmers' unions assaulted a BJP leader.',Final Answer: Half True,half true,True,False
अमित शाह के गृह मंत्री बनने के बाद अकबरुद्दीन ओवैसी अल्लाह से मदद की गुहार लगा रहे हैं.,mostly false,hi,"""After Amit Shah became the Home Minister, Akbaruddin Owaisi is pleading for help from Allah.""",Final Answer: False,false,False,False
এটি কাশ্মীরের জুয়েল চক এলাকায় যৌন ব্যবসার সাথে জড়িত থাকার অভিযোগে গ্রেপ্তার হওয়া কিছু মহিলার ছবি,mostly false,bn,'This is a picture of some women arrested on charges of being involved in sex trafficking in the Jewel Chowk area of Kashmir.',Final Answer: False,false,False,False
"इजराइल ने ईरान के परमाणु ठिकाने पर बमबारी की, जिससे ईरान का परमाणु संपन्न होने का सपना चूर हो गया.",half true,hi,"'Israel bombed Iran's nuclear facility, shattering Iran's dream of becoming nuclear-armed.'",Final Answer: False,false,False,False
सड़क पर चल रहे दो मोटरसाइकिल सवार लोगों पर होर्डिंग गिरने का वीडियो हैदराबाद का है.,mostly false,hi,'The video of a hoarding falling on two motorcyclists riding on the road is from Hyderabad.',Final Answer: False,false,False,False
এই ছবিতে ১৯৮০ সালে উত্তরপ্রদেশের মোরাদাবাদে হওয়া হত্যাকাণ্ডের দৃশ্য দেখতে পাওয়া যায়,half true,bn,"'This picture shows the scene of a murder that took place in Moradabad, Uttar Pradesh in 1980.'",Final Answer: False,false,False,False
શેરમાં નવરાત્રી બંધ રહેશે અને ગામડામાં ચાલુ,false,gu,"""Navratri will be closed in the city and ongoing in the village.""",Final Answer: Half True,half true,False,False
মহিলাকে নিয়ে এই ছবিটি নেহরুর।,half true,bn,'This picture of the woman belongs to Nehru.',Final Answer: False,false,False,False
લીલાવતી હોસ્પિટલ મુંબઇ ના ડોક્ટરે સાફ શબ્દો માં જે કહ્યુ તે સાંભળો .,half true,gu,"""Listen to what the doctor from Lilavati Hospital in Mumbai said in clear words.""",Final Answer: Half True,half true,True,False
"गुजरात में पिछले दो दशक में कोई नया​ विश्वविद्यालय, एयरपोर्ट या मेट्रो नहीं बने.",mostly false,hi,"""In Gujarat, no new university, airport, or metro has been built in the last two decades.""",Final Answer: Mostly False,mostly false,True,False
ছবিতে দেখতে পাওয়া মেয়েটি করোনা ভাইরাসে আক্রান্ত হয়ে মারা যায়,mostly false,bn,The girl seen in the picture dies from a coronavirus infection.,Final Answer: False,false,False,False
स्वास्थ्य मंत्रालय ने कहा कोरोना वायरस से बचने के लिए गला तर रखें और मसालेदार व तला खाना न खाएं.,mostly false,hi,The Ministry of Health has advised to keep the throat moist to avoid the coronavirus and not to eat spicy and fried food.,Final Answer: Mostly False,mostly false,True,False
पुण्यात कोरोनाचे रुग्ण सार्वजनिक रस्त्यावर सापडण्यास सुरुवात झाली आहे.,half true,mr,'Patients with coronavirus have started to be found on public roads in Pune.',Final Answer: False,false,False,False
ਸੋਸ਼ਲ ਮੀਡੀਆ ਤੇ ਤਸਵੀਰ ਕਾਫੀ ਵਾਇਰਲ ਹੋ ਰਹੀ ਹੈ ਜਿਸ ਵਿੱਚ ਪੁਲੀਸ ਮੁਲਾਜ਼ਮ ਇੱਕ ਸਿੱਖ ਨੌਜਵਾਨ ਨੂੰ ਕੁੱਤਾ ਹੋਇਆ ਨਜ਼ਰ ਆ ਰਿਹਾ ਹੈ। ਦਾਅਵਾ ਕੀਤਾ ਜਾ ਰਿਹਾ ਹੈ ਕਿ ਤਸਵੀਰ ਵਿਚ ਨਜ਼ਰ ਆ ਰਿਹਾ ਸਿੱਖ ਨੌਜਵਾਨ ਸੁਤੰਤਰਤਾ ਸੈਨਾਨੀ ਸ਼ਹੀਦ ਭਗਤ ਸਿੰਘ ਹੈ।,half true,pa,'A picture is going viral on social media in which a police officer is seen with a Sikh youth who appears to be in a submissive position. It is being claimed that the Sikh youth visible in the picture is the freedom fighter martyr Bhagat Singh.',Final Answer: False,false,False,False
कश्मीर में पुलिस के मुहर्रम जुलूस रोकने का ताजा वीडियो.,mostly false,hi,'Recent video of police stopping Muharram procession in Kashmir.',Final Answer: True,true,False,False
ਤਸਵੀਰ ਦੇ ਨਾਲ ਦਾਅਵਾ ਕੀਤਾ ਜਾ ਰਿਹਾ ਹੈ ਕਿ ਕਰਾਚੀ ਦੇ ਵਿੱਚ ਇਕ ਰੈਲੀ ਦੇ ਦੌਰਾਨ ਭਾਰਤ ਦਾ ਤਿਰੰਗਾ ਲਹਿਰਾਇਆ ਗਿਆ।,false,pa,'It is being claimed along with a picture that the Indian tricolor was waved during a rally in Karachi.',Final Answer: False,false,True,False
व्हायरल व्हिडिओ विदर्भातील अमरावती जिल्ह्यातील मोर्शी गावात आलेल्या टोळधाडीचा आहे.,half true,mr,'The viral video is of a locust swarm that arrived in Morshi village in Amravati district of Vidarbha.',Final Answer: True,true,False,False
"कोरोनाचा तिसरा टप्पा लवकरच सुरू होणार आहे, यादरम्यान अतिदक्षता बाळगण्याबाबत पुण्याच्या जिल्हाधिका-यांनी काही सुचनांचे पालन करण्यास सांगितले आहे.",false,mr,"'The third phase of the coronavirus will soon begin, during which the district authorities of Pune have advised following certain guidelines regarding extreme caution.'",Final Answer: False,false,True,False
বিজেপি ও আরএসএস এর লোকেরা হাজিপুরে এক দম্পতিকে জাতপাত এর কারণে পিটিয়ে হত্যা করে।,half true,bn,"""People from BJP and RSS beat a couple to death in Hajipur due to caste.""",Final Answer: False,false,False,False
হরিণ মারার ভিডিওটি পশ্চিমবঙ্গের সুন্দরবনের।,half true,bn,The video of the deer being killed is from the Sundarbans in West Bengal.,Final Answer: False,false,False,False
एक व्यक्ति की तस्वीर जिसने अपनी तीन साल की बेटी के बलात्कारी को बुरी तरह यातना दी.,mostly false,hi,'A picture of a man who severely tortured the rapist of his three-year-old daughter.',Final Answer: False,false,False,False
ক্রিস্টিয়ানো রোনাল্ডো একটি চোখে ব্যাণ্ডেজ বেঁধে ইজরায়েলের বিরোধীতা করছেন,mostly false,bn,'Cristiano Ronaldo is protesting against Israel with a bandage on one eye.',Final Answer: False,false,False,False
राहुल गांधी फार्मा कम्पनी को स्थापित करेंगे सब्जी और फसल बेचने के लिए.,half true,hi,Rahul Gandhi will establish a pharma company to sell vegetables and crops.,Final Answer: False,false,False,False
10वीं कक्षा पास ना कर पाने वाले तेज प्रताप यादव ने बिहार के तक्षशिला विश्वविद्यालय से डॉक्टरेट की डिग्री प्राप्त की है.,mostly false,hi,"""Tej Pratap Yadav, who could not pass the 10th grade, has obtained a doctorate degree from Takshashila University in Bihar.""",Final Answer: False,false,False,False
ਦਾਅਵਾ ਕੀਤਾ ਜਾ ਰਿਹਾ ਹੈ ਕਿ ਪਿਆਜ਼ ਦਾ ਸੇਵਨ ਕਰਨ ਦੇ ਨਾਲ ਕੋਰੋਨਾਵਾਇਰਸ ਜੜ੍ਹ ਤੋਂ ਖ਼ਤਮ ਹੋ ਜਾਵੇਗਾ।,false,pa,It is being claimed that consuming onions will completely eliminate the coronavirus.,Final Answer: False,false,True,False
पुण्यातील ससून हाॅस्पिटलमध्ये रुग्णांची गर्दी झाल्याचा व्हिडिओ,half true,mr,'A video of a crowd of patients at Sassoon Hospital in Pune.',Final Answer: False,false,False,False
सर्वोच्च न्यायालयाचे 'सत्यमेव जयते' हे ब्रीदवाक्य बदलले,false,mr,'The Supreme Court's motto 'Satyamev Jayate' has been changed.',Final Answer: False,false,True,False
हेलिकॉप्टर से ली गई ब्लू व्हेल की तस्वीर.,mostly false,hi,'A picture of a blue whale taken from a helicopter.',Final Answer: True,true,False,False
"दुनिया के सबसे बड़े अनाकोंडा को रॉयल ब्रिटिश कमांडोज ने 37 दिन के संघर्ष के बाद मार डाला. इसने 257 इंसानों और 2325 जानवरों की जान ली थी. यह 134 फुट लंबा और 2,067 किलो वजनी है.",false,hi,"'The world's largest anaconda was killed by the Royal British Commandos after a 37-day struggle. It had taken the lives of 257 humans and 2,325 animals. It is 134 feet long and weighs 2,067 kilograms.'",Final Answer: False,false,True,False
ছবিটি কংগ্রেস নেতা রাহুল গান্ধীর করা টুইটের,false,bn,'The image is from a tweet by Congress leader Rahul Gandhi.',Final Answer: Half True,half true,False,False
बस इसी का इंतजार था!!,false,gu,"""This is exactly what I was waiting for!!""",Final Answer: Half True,half true,False,False
भक्तो की बुआ पाकिस्तान में भी है,half true,gu,'The devotee's aunt is also in Pakistan.',Final Answer: Half True,half true,True,False
ইন্ডিয়া গেটে ৬১ হাজার ৩৯৫ জন মুসলিম স্বাধীনতা সংগ্রামীদের নাম রয়েছে,mostly false,bn,"'There are 61,395 names of Muslim freedom fighters at India Gate.'",Final Answer: False,false,False,False
व्हायरल व्हिडिओ निसर्ग चक्रीवादळाच्या अलिबाग मधील केंद्रबिंदूचा आहे,half true,mr,'The viral video is centered on the nature of the cyclone in Alibag.',Final Answer: Half True,half true,True,False
ਦਾਅਵਾ ਕੀਤਾ ਜਾ ਰਿਹਾ ਹੈ ਕਿ ਇਸ ਮਹਾਂਮਾਰੀ ਦੇ ਵਿਚ ਵੀ ਯੂਕੇ ਦੇ ਪ੍ਰਧਾਨ ਮੰਤਰੀ ਬੋਰਿਸ ਜਾਨਸਨ ਆਮ ਨਾਗਰਿਕ ਵਾਂਗੂੰ ਬਾਜ਼ਾਰ ਵਿੱਚ ਖਰੀਦਾਰੀ ਕਰ ਰਹੇ ਹਨ।,half true,pa,"It is being claimed that even during this pandemic, UK Prime Minister Boris Johnson is shopping in the market like an ordinary citizen.",Final Answer: Mostly True,mostly true,False,False
लाॅकडाऊनमुळे हौशी पर्यटकांचा वावर नसल्याने कास पठार चहुअंगानी फुलले आहे.,half true,mr,"""Due to the lockdown, the absence of enthusiastic tourists has allowed the Kas Plateau to bloom everywhere.""",Final Answer: Mostly True,mostly true,False,False
हिंदू घर मालिक के खाने में अपना पेशाब मिलाती मुस्लिम घरेलू सहायिका का वीडियो.,half true,hi,'Video of a Muslim domestic helper mixing her urine into the food of a Hindu homeowner.',Final Answer: False,false,False,False
કોવિડ મેડિકલ કીટ ઘરે આવશ્યક:,half true,gu,'COVID medical kit is essential at home:',Final Answer: Mostly True,mostly true,False,False
"બાબા રામદેવે કોરોના વાઇરસથી બચવા ગૌમુત્રમાંથી રસી બનાવી અને પોતા ઉપર પ્રયોગ કર્યો ,યુરીનની અસરને કારણે યુરેસીમીયા થઇ જતાં તાત્કાલીક હોસ્પીટલમાં ભરતી કરવા પડયા.",false,gu,"'Baba Ramdev made a vaccine from cow urine to protect against the coronavirus and experimented on himself, but due to the effects of urine, he developed uremia and had to be admitted to the hospital immediately.'",Final Answer: False,false,True,False
चुनाव आयोग की मिलीभगत से मध्य प्रदेश में सैकड़ों EVM स्ट्रांग रूम में रखवाए गए हैं.,mostly false,hi,"'With the collusion of the Election Commission, hundreds of EVMs have been stored in strong rooms in Madhya Pradesh.'",Final Answer: False,false,False,False
भूतानने आसामात येणारे पाणी रोखले.,false,mr,'Bhutan has stopped the water coming to Assam.',Final Answer: False,false,True,False
मुंबई में फीनिक्स मॉल के पास टूटी हुई मेट्रो लाइन की तस्वीरें.,mostly false,hi,'Pictures of the broken metro line near Phoenix Mall in Mumbai.',Final Answer: False,false,False,False
बडवाइजर ने स्वीकार किया है कि उसके कई कर्मचारी सालों से कंपनी के बीयर टैंक में पेशाब कर रहे हैं.,false,hi,"""Budweiser has admitted that many of its employees have been urinating in the company's beer tanks for years.""",Final Answer: False,false,True,False
ਸੋਸ਼ਲ ਮੀਡਿਆ ਤੇ ਇੱਕ ਅਖਬਾਰ ਦੀ ਕਲਿਪ ਵਾਇਰਲ ਹੋ ਰਹੀ ਹੈ ਜਿਸ ਦੀ ਹੈਡਲਾਇਨ ਨਾਲ ਦਾਅਵਾ ਕੀਤਾ ਜਾ ਰਿਹਾ ਹੈ ਕਿ ਸੰਗਰੂਰ ਤੋਂ ਆਮ ਆਦਮੀ ਪਾਰਟੀ ਦੇ ਮੈਂਬਰ ਪਾਰਲੀਮੈਂਟ ਭਗਵੰਤ ਮਾਨ ਮੁੜ ਤੋਂ ਵਿਆਹ ਕਰਵਾਉਣ ਬਾਰੇ ਸੋਚ ਰਹੇ ਹਨ।,false,pa,"'A clip from a newspaper is going viral on social media, claiming in its headline that Sangrur's Member of Parliament from the Aam Aadmi Party, Bhagwant Mann, is considering getting married again.'",Final Answer: True,true,False,False
"বিজেপি নেত্রী লকেট চট্টোপাধ্যায়ের হাতের প্ল্যাকার্ডে লেখা, 'গুজরাতে এতো লোক মরছে বাংলায় কেন মরছে না'",mostly false,bn,"'The placard in the hand of BJP leader Locket Chatterjee reads, 'So many people are dying in Gujarat, why aren't they dying in Bengal?''",Final Answer: False,false,False,False
महाराष्ट्र सरकारने 31 जुलैपर्यंत लाॅकडाऊन वाढवण्यासा निर्णय घेतल्यानंतर मुंबईत नवे 11 आवश्यक नियम लागू करण्यात आले आहेत.,false,mr,"'After the Maharashtra government decided to extend the lockdown until July 31, new 11 essential rules have been implemented in Mumbai.'",Final Answer: False,false,True,False
